Brand,Processor,RAM (GB),Storage (GB),GPU,Screen Size (inches),Battery Life (hours),Price (INR)
Asus,Intel i7,8,1024,Integrated,15.6,7,91000
Lenovo,Ryzen 9,8,512,RTX 3050,13.0,4,121000
Acer,Intel i7,32,2048,GTX 1650,17.0,11,174000
Acer,Ryzen 7,32,1024,RTX 4060,16.0,12,164000
MSI,Ryzen 3,32,2048,RTX 4060,13.0,10,154000
MSI,Intel i9,32,512,RTX 3050,16.0,9,169000
MSI,Ryzen 9,8,1024,GTX 1650,16.0,7,126000
Asus,Ryzen 7,16,256,RTX 4070,17.0,9,122000
HP,Intel i7,32,512,GTX 1650,17.0,9,144000
HP,Intel i7,32,512,RTX 4090,14.0,5,169000
HP,Ryzen 5,32,512,GTX 1650,16.0,7,129000
Apple,Ryzen 7,16,1024,GTX 1650,13.0,7,152000
HP,Intel i9,4,512,RTX 4070,16.0,4,123000
MSI,Intel i7,16,512,RTX 4080,15.6,9,132000
HP,Intel i9,8,256,RTX 4080,16.0,4,131000
Acer,Intel i7,32,1024,RTX 3050,13.0,9,159000
Lenovo,Intel i7,16,512,RTX 4070,13.0,8,127000
Lenovo,Ryzen 7,8,1024,RTX 4060,15.6,8,116000
Acer,Ryzen 5,8,256,RTX 4070,17.0,8,91000
Lenovo,Intel i5,16,256,RTX 4090,17.0,9,117000
MSI,Ryzen 7,4,2048,RTX 4080,16.0,10,138000
Dell,Ryzen 5,4,256,RTX 4080,14.0,9,88000
MSI,Ryzen 9,32,256,RTX 3050,16.0,9,164000
HP,Ryzen 3,16,512,RTX 4060,17.0,12,92000
HP,Intel i5,4,1024,GTX 1650,17.0,8,83000
Apple,Intel i5,4,512,RTX 4090,17.0,9,128000
HP,Ryzen 5,4,2048,RTX 4070,13.0,7,118000
Apple,Ryzen 9,4,256,RTX 4090,16.0,5,158000
MSI,Ryzen 3,4,512,RTX 4070,15.6,7,73000
Apple,Intel i3,16,1024,RTX 4090,14.0,12,147000
MSI,Intel i7,4,2048,RTX 4090,17.0,8,143000
Dell,Intel i9,16,512,RTX 4070,17.0,12,147000
HP,Ryzen 9,16,256,RTX 3050,14.0,11,132000
MSI,Intel i9,16,512,RTX 4070,15.6,7,147000
Dell,Ryzen 5,8,256,RTX 4090,14.0,11,101000
Lenovo,Ryzen 9,16,1024,Integrated,16.0,12,127000
HP,Ryzen 7,8,512,RTX 4090,14.0,8,121000
MSI,Intel i5,8,1024,RTX 3050,13.0,7,96000
Dell,Ryzen 5,16,256,Integrated,14.0,6,77000
Lenovo,Intel i9,8,256,RTX 4070,15.6,4,126000
MSI,Ryzen 7,8,2048,GTX 1650,16.0,5,126000
Asus,Ryzen 3,16,1024,Integrated,13.0,8,77000
HP,Ryzen 9,32,1024,RTX 4060,14.0,9,184000
Apple,Intel i5,16,2048,RTX 4070,14.0,8,172000
Apple,Ryzen 7,32,2048,RTX 4090,15.6,7,229000
MSI,Ryzen 7,4,1024,RTX 4070,15.6,10,113000
Asus,Intel i9,8,2048,RTX 4090,13.0,11,171000
HP,Ryzen 9,16,2048,Integrated,14.0,8,147000
Acer,Ryzen 3,8,1024,RTX 4060,13.0,12,86000
Asus,Intel i5,8,256,RTX 4060,15.6,4,86000
Acer,Ryzen 5,32,2048,RTX 4090,15.6,6,184000
Dell,Intel i3,8,1024,RTX 4060,17.0,5,86000
Asus,Ryzen 5,4,256,RTX 4070,14.0,7,83000
MSI,Intel i5,16,256,RTX 4060,15.6,9,102000
Dell,Ryzen 7,8,512,RTX 4070,13.0,6,111000
Dell,Intel i7,4,256,RTX 4080,14.0,8,103000
Apple,Ryzen 9,32,512,RTX 4070,16.0,8,209000
HP,Intel i7,8,2048,RTX 4080,17.0,8,146000
HP,Ryzen 9,8,2048,RTX 4090,15.6,6,171000
Acer,Intel i9,16,256,RTX 4090,13.0,12,152000
Lenovo,Ryzen 9,8,256,GTX 1650,15.6,4,111000
MSI,Ryzen 3,16,512,RTX 4090,17.0,6,107000
Lenovo,Ryzen 5,16,1024,RTX 4080,14.0,6,127000
Lenovo,Intel i5,8,1024,Integrated,17.0,10,76000
Apple,Intel i9,4,2048,RTX 4060,13.0,12,178000
Acer,Ryzen 7,32,2048,RTX 4090,16.0,11,199000
Acer,Ryzen 7,32,2048,RTX 4070,16.0,6,189000
Dell,Ryzen 9,16,1024,Integrated,17.0,6,127000
MSI,Ryzen 3,4,256,RTX 3050,17.0,5,58000
Apple,Ryzen 5,16,256,RTX 4070,17.0,6,137000
Apple,Ryzen 9,4,256,RTX 4090,14.0,9,158000
Apple,Intel i7,8,256,RTX 4090,14.0,5,146000
Apple,Intel i7,8,512,RTX 4080,16.0,12,146000
Lenovo,Ryzen 9,32,1024,Integrated,16.0,11,159000
Asus,Intel i9,32,1024,GTX 1650,15.6,8,174000
Dell,Intel i3,32,512,Integrated,16.0,9,99000
Dell,Intel i5,16,512,Integrated,13.0,12,82000
Dell,Intel i7,16,256,RTX 3050,16.0,10,112000
MSI,Intel i9,16,1024,RTX 4090,14.0,7,167000
Dell,Intel i9,4,512,RTX 3050,14.0,11,113000
MSI,Intel i5,4,256,RTX 4070,14.0,8,83000
Asus,Intel i3,16,512,GTX 1650,16.0,8,82000
Apple,Ryzen 5,32,1024,GTX 1650,17.0,8,169000
MSI,Ryzen 9,16,1024,RTX 4090,13.0,4,167000
MSI,Intel i5,8,2048,RTX 4090,17.0,4,136000
Apple,Intel i5,4,1024,RTX 4080,13.0,7,133000
Asus,Intel i5,16,512,RTX 4070,16.0,4,112000
MSI,Intel i5,16,256,Integrated,16.0,4,77000
Lenovo,Ryzen 5,16,1024,RTX 3050,16.0,8,112000
HP,Ryzen 5,32,1024,RTX 4070,14.0,12,154000
Acer,Intel i7,8,1024,Integrated,16.0,9,91000
Lenovo,Ryzen 7,4,512,RTX 4080,13.0,12,108000
MSI,Intel i3,8,512,RTX 4060,14.0,6,76000
Apple,Ryzen 7,4,2048,RTX 4090,14.0,8,173000
MSI,Intel i3,8,512,RTX 4090,17.0,7,91000
Acer,Ryzen 9,32,2048,Integrated,17.0,4,179000
Dell,Intel i9,32,1024,RTX 4080,14.0,6,194000
HP,Intel i9,16,2048,RTX 4070,13.0,8,177000
Acer,Intel i9,32,512,Integrated,14.0,6,149000
Asus,Ryzen 7,16,512,Integrated,13.0,7,97000
Dell,Ryzen 7,16,2048,GTX 1650,13.0,9,142000
Asus,Intel i7,16,512,Integrated,13.0,12,97000
HP,Ryzen 3,16,2048,GTX 1650,14.0,11,112000
MSI,Ryzen 5,16,2048,RTX 3050,15.6,10,132000
Dell,Ryzen 7,16,1024,RTX 4090,15.6,5,147000
Apple,Intel i5,16,1024,RTX 4090,15.6,8,162000
Dell,Ryzen 5,4,2048,RTX 3050,13.0,5,108000
Dell,Ryzen 9,8,512,RTX 4070,14.0,6,131000
HP,Ryzen 9,16,512,Integrated,14.0,7,117000
Dell,Intel i3,8,512,RTX 3050,15.6,10,71000
Apple,Intel i3,32,512,RTX 4070,14.0,7,159000
Lenovo,Ryzen 7,8,1024,RTX 4060,13.0,7,116000
Apple,Ryzen 9,32,512,RTX 3050,17.0,8,199000
HP,Intel i5,16,256,Integrated,14.0,4,77000
Apple,Ryzen 3,4,2048,GTX 1650,14.0,8,118000
Asus,Intel i7,8,256,RTX 4090,13.0,7,116000
HP,Ryzen 9,4,2048,RTX 4090,14.0,9,163000
Asus,Intel i9,16,256,RTX 4060,17.0,7,137000
Dell,Ryzen 3,4,256,Integrated,16.0,11,38000
Acer,Intel i7,8,1024,RTX 4090,17.0,12,131000
Dell,Intel i9,32,512,RTX 4060,17.0,9,174000
Dell,Ryzen 3,4,256,RTX 4070,16.0,9,68000
Dell,Intel i5,32,256,RTX 4080,16.0,4,144000
MSI,Intel i3,16,512,RTX 4090,15.6,6,107000
Dell,Ryzen 3,16,512,GTX 1650,13.0,6,82000
Dell,Intel i7,8,512,RTX 4060,16.0,4,106000
Lenovo,Intel i7,8,1024,RTX 4080,14.0,8,126000
Dell,Ryzen 3,4,1024,RTX 3050,16.0,9,73000
Acer,Ryzen 9,32,256,RTX 4080,14.0,12,179000
Dell,Intel i3,8,512,RTX 4080,17.0,12,86000
Acer,Ryzen 7,16,512,RTX 4090,16.0,4,137000
Dell,Ryzen 3,32,512,GTX 1650,16.0,11,114000
HP,Intel i3,4,1024,RTX 4070,17.0,12,83000
Asus,Intel i9,16,512,RTX 3050,17.0,11,137000
Dell,Intel i9,8,1024,RTX 4090,15.6,8,151000
MSI,Intel i3,32,2048,GTX 1650,13.0,10,144000
Lenovo,Intel i3,4,2048,RTX 4060,16.0,8,98000
Apple,Intel i3,8,256,RTX 4080,14.0,11,111000
HP,Ryzen 5,32,512,RTX 3050,13.0,7,134000
Dell,Ryzen 3,16,1024,RTX 4070,14.0,11,107000
Acer,Intel i3,32,1024,RTX 4070,13.0,12,139000
Acer,Intel i3,4,2048,RTX 4060,17.0,6,98000
Lenovo,Intel i5,4,512,RTX 4090,15.6,8,98000
HP,Intel i9,16,2048,RTX 4060,17.0,6,172000
Acer,Ryzen 5,8,256,RTX 4090,13.0,10,101000
Asus,Intel i7,4,512,RTX 4060,13.0,4,98000
Acer,Ryzen 7,32,2048,Integrated,15.6,6,159000
Apple,Ryzen 9,4,2048,RTX 4060,15.6,8,178000
MSI,Ryzen 5,32,2048,Integrated,16.0,11,144000
MSI,Intel i5,8,1024,RTX 4070,13.0,9,106000
MSI,Intel i5,32,512,RTX 4090,15.6,4,154000
Apple,Intel i9,8,2048,RTX 4080,13.0,9,196000
Lenovo,Ryzen 5,4,512,GTX 1650,13.0,6,73000
Asus,Ryzen 3,4,256,RTX 4060,17.0,5,63000
MSI,Intel i7,32,512,Integrated,14.0,10,129000
Dell,Ryzen 9,32,2048,Integrated,15.6,8,179000
Acer,Intel i3,8,256,RTX 4080,14.0,6,81000
HP,Ryzen 9,32,256,RTX 3050,13.0,10,164000
Asus,Intel i5,4,2048,RTX 4060,13.0,12,113000
MSI,Ryzen 5,32,1024,RTX 4090,14.0,6,164000
Dell,Intel i7,16,1024,RTX 4080,15.6,11,142000
HP,Ryzen 7,32,512,RTX 3050,13.0,6,149000
Acer,Intel i5,16,256,RTX 4060,16.0,5,102000
Acer,Ryzen 9,8,1024,Integrated,17.0,12,111000
HP,Ryzen 5,4,2048,RTX 3050,15.6,6,108000
Lenovo,Ryzen 3,16,2048,RTX 4080,14.0,12,132000
Acer,Ryzen 5,16,256,Integrated,15.6,6,77000
Apple,Intel i3,32,1024,RTX 4060,15.6,7,164000
Dell,Ryzen 9,4,512,RTX 3050,15.6,6,113000
Lenovo,Ryzen 5,16,1024,GTX 1650,13.0,4,107000
Asus,Intel i5,8,256,GTX 1650,15.6,12,76000
HP,Intel i5,8,256,RTX 4090,13.0,9,101000
Acer,Ryzen 9,32,1024,RTX 3050,13.0,7,179000
MSI,Ryzen 3,32,256,RTX 4080,14.0,4,129000
Apple,Intel i3,8,2048,RTX 3050,15.6,9,131000
HP,Intel i5,8,1024,RTX 4090,15.6,6,116000
HP,Intel i5,8,256,Integrated,16.0,12,61000
Asus,Ryzen 3,16,256,Integrated,13.0,12,62000
Apple,Ryzen 9,16,1024,RTX 4080,13.0,5,192000
HP,Ryzen 5,32,1024,RTX 4080,13.0,5,159000
Lenovo,Ryzen 5,8,1024,RTX 4060,13.0,12,101000
Apple,Intel i9,8,2048,RTX 4060,16.0,7,186000
Acer,Intel i7,4,1024,RTX 3050,14.0,4,103000
HP,Intel i7,32,512,Integrated,14.0,5,129000
Lenovo,Ryzen 9,8,512,RTX 4090,14.0,10,141000
Apple,Ryzen 5,4,1024,RTX 4070,16.0,4,128000
Lenovo,Ryzen 9,4,1024,RTX 4090,15.6,5,143000
Acer,Intel i3,4,1024,RTX 4070,14.0,5,83000
HP,Intel i7,8,2048,RTX 4090,14.0,5,151000
HP,Intel i7,32,2048,Integrated,17.0,4,159000
MSI,Ryzen 3,32,1024,RTX 4080,16.0,6,144000
MSI,Intel i5,4,2048,GTX 1650,14.0,12,103000
Dell,Ryzen 7,16,2048,Integrated,17.0,11,127000
Asus,Intel i9,32,2048,RTX 3050,15.6,8,199000
Asus,Ryzen 9,16,512,RTX 4060,17.0,11,142000
Asus,Ryzen 7,32,512,RTX 4070,14.0,9,159000
Lenovo,Ryzen 3,16,256,RTX 4060,15.6,5,87000
Lenovo,Ryzen 3,4,1024,GTX 1650,16.0,6,68000
Lenovo,Ryzen 5,32,256,RTX 4070,15.6,11,139000
Dell,Ryzen 5,32,1024,Integrated,13.0,9,124000
Acer,Intel i9,4,256,RTX 4060,17.0,6,113000
HP,Intel i3,4,256,RTX 4070,16.0,10,68000
MSI,Ryzen 3,16,512,RTX 4070,17.0,9,97000
Acer,Intel i5,8,2048,RTX 4080,16.0,11,131000
MSI,Intel i9,16,256,GTX 1650,14.0,10,127000
Apple,Intel i9,16,256,RTX 4090,14.0,4,182000
Asus,Ryzen 7,16,2048,RTX 4090,15.6,4,167000
Lenovo,Intel i7,32,1024,Integrated,15.6,5,139000
HP,Intel i5,4,256,RTX 4070,17.0,9,83000
Acer,Ryzen 9,4,512,GTX 1650,17.0,5,108000
MSI,Intel i7,4,256,RTX 3050,17.0,9,88000
HP,Ryzen 3,16,512,RTX 4080,17.0,4,102000
Asus,Intel i5,8,256,RTX 4080,17.0,12,96000
Apple,Ryzen 3,4,256,Integrated,16.0,4,68000
Asus,Intel i7,4,512,RTX 4060,16.0,4,98000
Asus,Ryzen 7,32,2048,RTX 4070,16.0,7,189000
Apple,Ryzen 5,4,512,GTX 1650,15.6,9,103000
Acer,Intel i3,32,2048,GTX 1650,14.0,4,144000
MSI,Ryzen 3,32,2048,RTX 3050,17.0,5,149000
Dell,Ryzen 5,16,256,RTX 4070,13.0,10,107000
Lenovo,Intel i9,32,1024,GTX 1650,15.6,8,174000
Apple,Intel i7,4,1024,RTX 4090,15.6,8,153000
Dell,Ryzen 9,32,256,Integrated,16.0,5,144000
Lenovo,Ryzen 3,4,2048,Integrated,16.0,7,73000
Dell,Intel i5,8,1024,RTX 4070,15.6,4,106000
Asus,Intel i3,8,256,RTX 4070,15.6,5,76000
Asus,Ryzen 7,8,1024,RTX 4090,15.6,7,131000
Lenovo,Ryzen 9,8,512,RTX 4080,15.6,9,136000
Lenovo,Ryzen 5,4,512,GTX 1650,16.0,7,73000
Asus,Intel i9,32,1024,RTX 4080,17.0,8,194000
MSI,Ryzen 3,32,2048,RTX 4070,15.6,4,159000
Acer,Ryzen 3,16,512,RTX 4090,16.0,9,107000
Asus,Intel i3,16,512,RTX 4080,16.0,12,102000
Apple,Ryzen 9,16,256,RTX 4060,13.0,5,167000
Lenovo,Intel i9,4,1024,RTX 4090,16.0,4,143000
Lenovo,Intel i5,4,256,RTX 4090,17.0,9,93000
Lenovo,Intel i7,32,512,RTX 3050,17.0,10,149000
Apple,Intel i5,32,1024,RTX 4090,15.6,7,194000
MSI,Intel i7,32,512,RTX 4070,13.0,9,159000
HP,Ryzen 3,4,512,RTX 4070,16.0,9,73000
Lenovo,Intel i5,16,256,RTX 4060,13.0,4,102000
Apple,Ryzen 5,32,512,RTX 4070,15.6,6,174000
MSI,Intel i7,4,1024,Integrated,13.0,7,83000
Asus,Ryzen 7,16,256,RTX 4080,13.0,4,127000
Acer,Ryzen 3,4,2048,RTX 3050,16.0,6,93000
Dell,Ryzen 3,32,1024,Integrated,17.0,7,109000
Asus,Intel i3,16,1024,GTX 1650,16.0,12,92000
Dell,Ryzen 3,32,512,RTX 4080,13.0,5,134000
Dell,Ryzen 9,16,256,RTX 4070,17.0,6,142000
Acer,Intel i3,16,256,GTX 1650,15.6,4,77000
MSI,Ryzen 7,32,1024,GTX 1650,16.0,5,154000
Acer,Ryzen 7,4,1024,RTX 4080,14.0,12,118000
Dell,Intel i9,4,512,GTX 1650,17.0,7,108000
Dell,Intel i3,4,1024,RTX 4090,13.0,8,93000
Lenovo,Ryzen 5,16,256,RTX 4090,13.0,11,117000
Apple,Intel i7,8,2048,RTX 4090,17.0,9,181000
MSI,Ryzen 3,4,512,RTX 4090,16.0,10,83000
Dell,Intel i5,16,512,RTX 3050,13.0,6,102000
Dell,Ryzen 9,8,512,RTX 4090,14.0,12,141000
HP,Ryzen 9,8,2048,RTX 4080,15.6,7,166000
MSI,Ryzen 5,32,2048,Integrated,16.0,7,144000
Acer,Intel i9,8,256,RTX 3050,17.0,12,116000
Lenovo,Intel i7,16,2048,RTX 4090,15.6,6,167000
Acer,Ryzen 7,8,1024,RTX 4060,17.0,12,116000
Dell,Ryzen 7,32,2048,RTX 3050,14.0,12,179000
Apple,Ryzen 9,32,1024,RTX 4060,15.6,12,214000
Lenovo,Intel i3,32,2048,RTX 3050,13.0,9,149000
HP,Ryzen 3,16,2048,Integrated,13.0,10,97000
MSI,Intel i7,4,2048,RTX 4070,15.6,7,133000
HP,Intel i9,8,512,GTX 1650,17.0,9,116000
Asus,Intel i9,32,256,RTX 4090,17.0,12,184000
Lenovo,Ryzen 5,32,1024,RTX 4070,15.6,7,154000
MSI,Ryzen 5,4,2048,RTX 4070,16.0,4,118000
HP,Intel i7,8,512,RTX 4060,13.0,11,106000
MSI,Ryzen 9,4,256,RTX 4060,15.6,12,113000
Asus,Ryzen 3,32,256,Integrated,14.0,4,94000
Dell,Ryzen 3,16,256,RTX 4070,17.0,10,92000
Asus,Intel i9,4,512,RTX 4070,15.6,7,123000
Asus,Intel i9,16,256,RTX 4090,17.0,11,152000
Acer,Intel i9,4,1024,RTX 4090,13.0,4,143000
Dell,Ryzen 5,4,256,RTX 4060,15.6,9,78000
Lenovo,Intel i7,16,2048,GTX 1650,14.0,8,142000
Apple,Intel i3,4,512,GTX 1650,14.0,7,88000
Acer,Intel i7,32,256,GTX 1650,16.0,12,139000
Acer,Intel i7,32,2048,Integrated,16.0,11,159000
Apple,Intel i3,32,256,RTX 4070,15.6,6,154000
Acer,Intel i7,16,2048,RTX 3050,15.6,8,147000
Asus,Ryzen 7,32,1024,RTX 3050,14.0,12,159000
Asus,Intel i7,16,256,RTX 4090,17.0,11,132000
Dell,Ryzen 3,4,512,GTX 1650,14.0,9,58000
Apple,Intel i5,16,1024,RTX 4080,14.0,12,157000
MSI,Intel i9,4,512,RTX 4080,15.6,4,128000
Dell,Intel i5,8,256,RTX 4070,17.0,7,91000
Acer,Intel i7,8,2048,RTX 4070,16.0,9,141000
Lenovo,Ryzen 7,16,1024,RTX 4060,16.0,9,132000
Apple,Intel i9,4,1024,RTX 4070,17.0,11,163000
Lenovo,Ryzen 5,16,256,RTX 4070,13.0,4,107000
Asus,Intel i3,8,1024,RTX 4090,14.0,11,101000
Dell,Intel i9,4,2048,Integrated,17.0,7,123000
Lenovo,Intel i5,8,2048,RTX 4090,13.0,12,136000
HP,Intel i3,32,2048,RTX 4080,13.0,12,164000
MSI,Ryzen 5,4,256,RTX 4090,14.0,7,93000
Lenovo,Intel i7,4,512,Integrated,15.6,8,73000
MSI,Intel i9,16,256,Integrated,15.6,5,112000
MSI,Ryzen 9,32,1024,RTX 4070,17.0,8,189000
Apple,Ryzen 5,32,256,RTX 4090,13.0,8,179000
Lenovo,Ryzen 5,4,1024,Integrated,17.0,6,68000
Asus,Intel i7,32,1024,Integrated,14.0,5,139000
Dell,Intel i3,16,2048,Integrated,17.0,6,97000
Lenovo,Intel i9,16,256,RTX 4090,16.0,12,152000
MSI,Intel i3,8,256,GTX 1650,14.0,5,61000
MSI,Intel i5,4,2048,Integrated,16.0,4,88000
Dell,Intel i7,4,512,Integrated,14.0,4,73000
Lenovo,Intel i5,16,512,RTX 4090,14.0,4,122000
Apple,Ryzen 9,16,1024,RTX 4060,14.0,11,182000
Asus,Ryzen 5,4,256,RTX 4080,14.0,4,88000
HP,Intel i5,4,1024,RTX 4080,15.6,6,103000
Lenovo,Ryzen 3,4,1024,RTX 4080,15.6,6,88000
Apple,Intel i3,32,512,RTX 3050,15.6,9,149000
Asus,Ryzen 7,32,256,RTX 4090,14.0,8,164000
Asus,Intel i7,16,2048,RTX 3050,13.0,11,147000
Acer,Intel i5,8,256,Integrated,14.0,4,61000
Asus,Intel i7,32,2048,GTX 1650,17.0,9,174000
Dell,Intel i7,16,1024,Integrated,16.0,11,107000
HP,Intel i3,32,512,RTX 4070,16.0,5,129000
Apple,Intel i3,4,1024,Integrated,13.0,5,83000
Dell,Intel i5,4,2048,RTX 4080,16.0,8,123000
Acer,Ryzen 3,32,1024,GTX 1650,16.0,9,124000
Acer,Intel i9,16,1024,RTX 4060,14.0,5,152000
Asus,Intel i9,32,1024,RTX 3050,15.6,11,179000
Apple,Intel i7,4,2048,RTX 3050,13.0,8,153000
MSI,Intel i9,16,512,RTX 4080,14.0,12,152000
Dell,Ryzen 7,16,2048,Integrated,15.6,6,127000
Asus,Ryzen 9,8,256,RTX 3050,14.0,5,116000
Acer,Ryzen 7,16,256,RTX 3050,16.0,10,112000
MSI,Ryzen 5,32,1024,RTX 4060,15.6,8,149000
Lenovo,Ryzen 7,4,2048,RTX 4060,13.0,8,128000
Lenovo,Ryzen 9,32,512,RTX 4080,17.0,11,184000
Apple,Intel i7,4,2048,Integrated,13.0,5,133000
Acer,Intel i3,32,256,RTX 4090,14.0,7,134000
MSI,Intel i7,8,256,RTX 4080,13.0,8,111000
Lenovo,Ryzen 7,16,512,RTX 3050,14.0,7,117000
Asus,Intel i7,32,512,RTX 3050,17.0,6,149000
Apple,Ryzen 7,8,256,GTX 1650,15.6,6,121000
Apple,Ryzen 5,4,256,Integrated,15.6,12,83000
HP,Ryzen 3,32,1024,GTX 1650,14.0,5,124000
Asus,Intel i7,8,512,Integrated,15.6,9,81000
Asus,Ryzen 5,32,1024,RTX 4080,14.0,4,159000
Apple,Intel i9,8,512,RTX 4090,16.0,10,171000
Apple,Intel i9,32,256,RTX 4080,14.0,7,209000
Lenovo,Ryzen 3,4,256,GTX 1650,17.0,12,53000
HP,Intel i7,8,2048,RTX 4070,17.0,7,141000
Asus,Intel i5,32,256,Integrated,17.0,9,109000
Dell,Ryzen 5,8,2048,RTX 4060,14.0,10,121000
Apple,Ryzen 5,16,512,RTX 4090,17.0,12,152000
MSI,Ryzen 3,32,256,RTX 4070,17.0,7,124000
Acer,Intel i7,4,2048,RTX 4080,13.0,10,138000
Apple,Intel i7,4,512,RTX 4060,17.0,10,128000
Dell,Ryzen 7,16,256,RTX 4090,17.0,6,132000
Lenovo,Ryzen 7,4,2048,RTX 4090,17.0,8,143000
Asus,Intel i3,16,1024,RTX 4070,16.0,9,107000
Dell,Ryzen 7,32,256,GTX 1650,15.6,11,139000
Apple,Intel i5,4,2048,RTX 4080,16.0,6,153000
Dell,Intel i9,4,256,GTX 1650,13.0,10,103000
MSI,Ryzen 3,8,1024,RTX 3050,13.0,11,81000
HP,Ryzen 9,32,256,Integrated,17.0,4,144000
Dell,Intel i7,16,256,GTX 1650,15.6,8,107000
Apple,Intel i9,16,512,RTX 3050,14.0,11,167000
MSI,Intel i7,4,256,RTX 3050,16.0,7,88000
HP,Intel i7,16,512,RTX 4060,13.0,9,122000
Lenovo,Intel i9,32,2048,RTX 3050,13.0,6,199000
Acer,Intel i7,16,512,RTX 3050,17.0,11,117000
Asus,Ryzen 3,16,2048,RTX 4060,14.0,5,122000
Apple,Ryzen 7,32,1024,RTX 3050,16.0,7,189000
Dell,Intel i7,16,256,RTX 4070,17.0,8,122000
Asus,Ryzen 3,32,256,RTX 3050,13.0,9,114000
MSI,Intel i5,8,256,RTX 4070,14.0,6,91000
Asus,Intel i9,16,512,RTX 4060,15.6,11,142000
MSI,Intel i3,4,2048,RTX 4060,17.0,6,98000
Acer,Intel i7,4,1024,RTX 4080,15.6,12,118000
Apple,Ryzen 3,8,512,RTX 4080,16.0,12,116000
Apple,Intel i9,32,1024,RTX 3050,13.0,12,209000
Lenovo,Ryzen 5,8,1024,RTX 4080,17.0,5,111000
HP,Ryzen 3,8,1024,RTX 4090,17.0,8,101000
Lenovo,Ryzen 5,4,1024,Integrated,13.0,11,68000
Asus,Intel i3,4,2048,RTX 4080,13.0,11,108000
Acer,Intel i9,32,256,RTX 4060,14.0,5,169000
Asus,Ryzen 3,32,1024,GTX 1650,14.0,12,124000
Acer,Ryzen 7,32,256,RTX 4060,13.0,9,149000
Apple,Ryzen 9,16,2048,RTX 4090,13.0,9,217000
Acer,Ryzen 5,4,1024,Integrated,17.0,4,68000
Dell,Intel i3,32,256,RTX 3050,16.0,5,114000
Apple,Ryzen 7,4,2048,RTX 4070,13.0,7,163000
Asus,Ryzen 7,16,1024,RTX 3050,16.0,9,127000
Apple,Ryzen 7,16,2048,RTX 4060,16.0,8,182000
Asus,Ryzen 3,16,512,RTX 3050,13.0,12,87000
MSI,Ryzen 3,8,1024,RTX 4060,17.0,11,86000
Dell,Ryzen 9,8,2048,Integrated,15.6,9,131000
Asus,Ryzen 5,16,2048,RTX 4070,13.0,9,142000
MSI,Ryzen 5,8,256,RTX 4080,17.0,11,96000
Apple,Intel i9,16,2048,RTX 4060,16.0,8,202000
Asus,Intel i5,8,512,Integrated,14.0,8,66000
MSI,Intel i3,16,2048,GTX 1650,14.0,6,112000
MSI,Ryzen 3,4,512,RTX 4060,14.0,10,68000
Lenovo,Ryzen 9,8,2048,RTX 3050,15.6,6,151000
Lenovo,Ryzen 7,4,256,RTX 3050,15.6,10,88000
MSI,Intel i9,16,512,GTX 1650,17.0,4,132000
HP,Ryzen 5,32,256,GTX 1650,13.0,10,124000
Dell,Intel i9,8,256,RTX 4070,16.0,11,126000
Asus,Ryzen 3,32,256,RTX 4070,15.6,10,124000
Asus,Ryzen 5,32,512,GTX 1650,14.0,10,129000
HP,Ryzen 3,4,2048,RTX 3050,15.6,5,93000
Dell,Ryzen 5,8,2048,RTX 4060,17.0,4,121000
Lenovo,Intel i5,4,512,GTX 1650,16.0,5,73000
HP,Intel i5,8,1024,RTX 4080,17.0,5,111000
Lenovo,Ryzen 7,16,256,RTX 4070,15.6,11,122000
Apple,Ryzen 7,16,256,RTX 4090,13.0,10,162000
Apple,Ryzen 5,32,512,Integrated,16.0,4,144000
Apple,Ryzen 5,16,1024,RTX 4060,14.0,7,147000
MSI,Intel i5,16,1024,RTX 4090,17.0,6,132000
HP,Intel i5,32,512,RTX 4060,14.0,4,139000
Asus,Intel i7,32,256,RTX 4060,14.0,7,149000
Dell,Intel i3,4,256,RTX 4090,14.0,7,78000
Lenovo,Ryzen 5,32,2048,RTX 4060,15.6,6,169000
Asus,Ryzen 5,4,256,RTX 4070,15.6,8,83000
Acer,Ryzen 7,8,2048,RTX 4090,16.0,10,151000
Lenovo,Intel i9,8,512,RTX 4070,15.6,5,131000
MSI,Intel i9,16,2048,RTX 4060,13.0,5,172000
HP,Ryzen 9,32,2048,RTX 4060,14.0,6,204000
Dell,Intel i7,4,2048,RTX 3050,14.0,9,123000
Lenovo,Intel i5,16,1024,GTX 1650,14.0,6,107000
HP,Ryzen 7,32,1024,RTX 4080,14.0,10,174000
HP,Ryzen 9,16,2048,Integrated,16.0,11,147000
HP,Intel i5,8,2048,RTX 4080,15.6,7,131000
Lenovo,Intel i9,32,256,GTX 1650,17.0,12,159000
Asus,Intel i3,16,1024,RTX 4090,17.0,8,117000
Asus,Intel i5,8,1024,RTX 4080,17.0,11,111000
Dell,Intel i9,32,256,RTX 3050,16.0,10,164000
Asus,Ryzen 7,4,512,GTX 1650,16.0,5,88000
MSI,Ryzen 3,32,2048,RTX 3050,14.0,8,149000
MSI,Intel i7,16,2048,RTX 4090,16.0,11,167000
Apple,Intel i3,8,256,Integrated,15.6,12,76000
Lenovo,Intel i9,32,2048,Integrated,17.0,8,179000
MSI,Ryzen 3,32,2048,RTX 3050,13.0,6,149000
Acer,Intel i9,4,512,GTX 1650,16.0,11,108000
